announced,body_type,camera_name,sensor_size,dp_score,n_had,n_own,n_want,price_high,price_low,questions,reviewed_date,user_review_count,user_score
"Aug 31, 2005
 ",Ultracompact,Pentax Optio S6,"1/2.5"" (5.744 x 4.308 mm)",,4,2,0,,,0 questions asked,,11,3.57273
"Aug 23, 2005
 ",Ultracompact,Pentax Optio S60,"1/2.5"" (5.744 x 4.308 mm)",,1,3,0,,,0 questions asked,,4,4.275
"Jul 24, 2006
 ",Ultracompact,Pentax Optio S7,"1/2.5"" (5.744 x 4.308 mm)",,2,0,0,,,0 questions asked,,5,3.84
"Sep 13, 2004
 ",Ultracompact,Pentax Optio SV,"1/2.5"" (5.744 x 4.308 mm)",,1,0,0,,,0 questions asked,,11,3.65455
"May 13, 2005
 ",Ultracompact,Pentax Optio SVi,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,5,4.3
"Feb 15, 2006
 ",Ultracompact,Pentax Optio T10,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,1,4.6
"Sep 13, 2006
 ",Ultracompact,Pentax Optio T20,"1/2.5"" (5.744 x 4.308 mm)",,1,0,0,,,0 questions asked,,3,3.06667
"Jan 23, 2007
 ",Ultracompact,Pentax Optio T30,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,2,3.8
"Oct 1, 2007
 ",Ultracompact,Pentax Optio V10,"1/2.35"" (5.76 x 4.32 mm)",,0,1,0,,,10 questions asked,,,
"May 19, 2008
 ",,Pentax Optio V20,,,0,0,0,,,1 question asked,,,
"Jan 25, 2012
 ",Compact,Pentax Optio VS20,"1/2.33"" (6.08 x 4.56 mm)",,2,0,1,,,0 questions asked,,,
"Feb 15, 2006
 ",Compact,Pentax Optio W10,"1/2.5"" (5.744 x 4.308 mm)",,13,1,0,,,0 questions asked,,17,4.4
"Aug 7, 2006
 ",Compact,Pentax Optio W20,"1/2.5"" (5.744 x 4.308 mm)",,3,2,0,,,1 question asked,,7,4.01429
"Feb 22, 2007
 ",Compact,Pentax Optio W30,"1/2.5"" (5.744 x 4.308 mm)",,5,1,0,,,0 questions asked,,18,3.33889
"May 23, 2008
 ",Compact,Pentax Optio W60,"1/2.33"" (6.08 x 4.56 mm)",,8,6,0,,,0 questions asked,"Reviewed Jul 1, 2009",17,3.47647
"Jun 25, 2009
 ",Compact,Pentax Optio W80,"1/2.33"" (6.08 x 4.56 mm)",,0,7,0,,,0 questions asked,,7,4.02857
"Feb 24, 2010
 ",Compact,Pentax Optio W90,"1/2.3"" (6.17 x 4.55 mm)",,5,9,0,,,0 questions asked,,4,4.05
"Feb 7, 2011
 ",Compact,Pentax Optio WG-1,"1/2.3"" (6.17 x 4.55 mm)",,3,7,0,,,1 question asked,,2,4
"Feb 7, 2011
 ",Compact,Pentax Optio WG-1 GPS,"1/2.3"" (6.17 x 4.55 mm)",62%,1,5,2,,,0 questions asked,"Reviewed Aug 17, 2011",2,3.75
"Feb 7, 2012
 ",Compact,Pentax Optio WG-2,"1/2.3"" (6.17 x 4.55 mm)",,1,11,1,,,1 question asked,,1,3.5
"Feb 7, 2012
 ",Compact,Pentax Optio WG-2 GPS,"1/2.3"" (6.17 x 4.55 mm)",,0,12,2,,,0 questions asked,,5,4.1
"Jan 5, 2005
 ",Compact,Pentax Optio WP,"1/2.5"" (5.744 x 4.308 mm)",,8,1,0,,,0 questions asked,,21,4.0619
"Aug 31, 2005
 ",Compact,Pentax Optio WPi,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,10,3.79
"Aug 5, 2009
 ",Compact,Pentax Optio WS80,"1/2.3"" (6.17 x 4.55 mm)",,2,1,0,,,0 questions asked,,3,4.1
"Aug 24, 2004
 ",Ultracompact,Pentax Optio X,"1/2.5"" (5.744 x 4.308 mm)",,2,1,1,,,0 questions asked,,7,3.98571
"Aug 23, 2007
 ",Ultracompact,Pentax Optio Z10,"1/2.5"" (5.744 x 4.308 mm)",,0,1,0,,,2 questions asked,,5,3.94
"Jun 23, 2011
 ",Rangefinder-style mirrorless,Pentax Q,"1/2.3"" (6.17 x 4.55 mm)",,30,129,9,,,9 questions asked,"Reviewed Jun 23, 2011",5,4.9
"Sep 10, 2012
 ",Rangefinder-style mirrorless,Pentax Q10,"1/2.3"" (6.17 x 4.55 mm)",,8,17,6,$324.00 ,$239.99 ,13 questions asked,,1,5
"Jun 12, 2013
 ",Rangefinder-style mirrorless,Pentax Q7,"1/1.7"" (7.44 x 5.58 mm)",70%,8,53,21,$589.00 ,$399.00 ,17 questions asked,"Reviewed Aug 8, 2013",1,2
"Aug 4, 2014
 ",Rangefinder-style mirrorless,Pentax Q-S1,"1/1.7"" (7.44 x 5.58 mm)",,8,17,42,$630.74 ,$348.14 ,8 questions asked,"Reviewed Dec 17, 2014",,
"Jan 29, 2013
 ",Compact,Pentax WG-10,"1/2.3"" (6.17 x 4.55 mm)",,0,3,3,,,1 question asked,,2,2.5
"Jan 29, 2013
 ",Compact,Pentax WG-3,"1/2.3"" (6.17 x 4.55 mm)",71%,5,15,7,,,1 question asked,"Reviewed Jul 19, 2013",1,3
"Jan 29, 2013
 ",Compact,Pentax WG-3 GPS,"1/2.3"" (6.17 x 4.55 mm)",72%,0,8,7,,,13 questions asked,"Reviewed Jul 19, 2013",1,5
"Aug 22, 2012
 ",SLR-like (bridge),Pentax X-5,"1/2.33"" (6.08 x 4.56 mm)",,0,15,4,,,44 questions asked,,9,3.77778
"Mar 2, 2009
 ",SLR-like (bridge),Pentax X70,"1/2.3"" (6.17 x 4.55 mm)",,2,0,0,,,67 questions asked,,8,4.225
"Feb 24, 2010
 ",SLR-like (bridge),Pentax X90,"1/2.33"" (6.08 x 4.56 mm)",61%,1,3,2,,,2 questions asked,"Reviewed Jul 6, 2010",1,0.5
"Jul 15, 2014
 ",SLR-like (bridge),Pentax XG-1,"1/2.3"" (6.17 x 4.55 mm)",69%,7,7,12,,,1 question asked,"Reviewed Jun 17, 2015",,
"May 8, 2006
 ",Compact,Ricoh Caplio 500G,"1/1.8"" (7.144 x 5.358 mm)",,0,0,0,,,0 questions asked,,3,4.4
"Feb 5, 2007
 ",Compact,Ricoh Caplio 500SE,"1/1.8"" (7.144 x 5.358 mm)",,0,1,0,,,1 question asked,,1,4
"Feb 13, 2003
 ",Compact,Ricoh Caplio G3,"1/1.8"" (7.144 x 5.358 mm)",,4,2,0,,,0 questions asked,,18,4.27778
"Mar 28, 2007
 ",Compact,Ricoh Caplio GX100,"1/1.75"" (7.36 x 5.52 mm)",,27,27,0,,,2 questions asked,"Reviewed Aug 7, 2007",71,4.52958
"Jun 24, 2008
 ",Compact,Ricoh Caplio GX200,"1/1.7"" (7.44 x 5.58 mm)",,12,13,0,,,1 question asked,,10,4.63
"Apr 26, 2005
 ",Compact,Ricoh Caplio GX8,"1/1.8"" (7.144 x 5.358 mm)",,3,3,1,,,0 questions asked,,12,4.18333
"Jan 4, 2005
 ",Compact,Ricoh Caplio R1,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,,
"Jan 4, 2005
 ",Ultracompact,Ricoh Caplio R1V,"1/2.5"" (5.744 x 4.308 mm)",,1,0,0,,,0 questions asked,,10,4.05
"Feb 28, 2005
 ",Ultracompact,Ricoh Caplio R2,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,11,3.77273
"Sep 7, 2005
 ",Ultracompact,Ricoh Caplio R3,"1/2.5"" (5.744 x 4.308 mm)",,2,2,0,,,0 questions asked,,19,4.10526
"Jan 10, 2006
 ",Ultracompact,Ricoh Caplio R30,"1/2.5"" (5.744 x 4.308 mm)",,0,1,0,,,0 questions asked,,3,4.33333
"Feb 23, 2006
 ",Ultracompact,Ricoh Caplio R4,"1/2.5"" (5.744 x 4.308 mm)",,5,4,0,,,0 questions asked,,29,4.36897
"May 22, 2006
 ",Ultracompact,Ricoh Caplio R40,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,,
"Aug 24, 2006
 ",Ultracompact,Ricoh Caplio R5,"1/2.5"" (5.744 x 4.308 mm)",,3,2,0,,,7 questions asked,,23,3.74348
"Mar 5, 2007
 ",Ultracompact,Ricoh Caplio R6,"1/2.5"" (5.744 x 4.308 mm)",,3,6,0,,,4 questions asked,,30,4.23333
"Aug 28, 2007
 ",Ultracompact,Ricoh Caplio R7,"1/2.5"" (5.744 x 4.308 mm)",,3,0,0,,,16 questions asked,,18,4.21667
"Feb 19, 2008
 ",Compact,Ricoh Caplio R8,"1/2.3"" (6.17 x 4.55 mm)",,8,5,0,,,9 questions asked,"Reviewed Mar 14, 2008",7,4.22857
"Nov 12, 2001
 ",Compact,Ricoh Caplio RR1,"1/1.8"" (7.144 x 5.358 mm)",,0,2,0,,,0 questions asked,,21,4.36667
"Sep 16, 2005
 ",Compact,Ricoh Caplio RR530,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,,
"Feb 23, 2006
 ",Compact,Ricoh Caplio RR630,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,,
"Mar 6, 2004
 ",Compact,Ricoh Caplio RX,"1/2.7"" (5.312 x 3.984 mm)",,1,0,0,,,0 questions asked,,15,4.14667
"Feb 19, 2009
 ",Compact,Ricoh CX1,"1/2.3"" (6.17 x 4.55 mm)",,1,4,0,,,3 questions asked,,13,4.46154
"Aug 20, 2009
 ",Compact,Ricoh CX2,"1/2.3"" (6.17 x 4.55 mm)",,1,1,0,,,2 questions asked,,3,4.56667
"Feb 3, 2010
 ",Compact,Ricoh CX3,"1/2.3"" (6.17 x 4.55 mm)",65%,3,4,0,,,3 questions asked,"Reviewed Jun 16, 2010",6,4.08333
"Aug 19, 2010
 ",Compact,Ricoh CX4,"1/2.3"" (6.17 x 4.55 mm)",,1,2,0,,,3 questions asked,,,
"Jan 26, 2011
 ",Compact,Ricoh CX5,"1/2.3"" (6.17 x 4.55 mm)",,1,1,0,,,1 question asked,"Reviewed Jul 20, 2011",1,4
"Nov 15, 2011
 ",Compact,Ricoh CX6,"1/2.3"" (6.17 x 4.55 mm)",,3,4,1,,,1 question asked,,1,5
"Apr 22, 2008
 ",Compact,Ricoh G600,"1/2.3"" (6.17 x 4.55 mm)",,0,1,0,,,0 questions asked,,4,4
"Oct 13, 2010
 ",Compact,Ricoh G700SE,"1/2.3"" (6.17 x 4.55 mm)",,0,0,1,,,0 questions asked,,2,2.25
"Apr 17, 2013
 ",Large sensor compact,Ricoh GR,APS-C (23.7 x 15.7 mm),79%,92,470,156,,,22 questions asked,"Reviewed Jun 20, 2013",9,4.67647
"Sep 13, 2005
 ",Compact,Ricoh GR Digital,"1/1.8"" (7.144 x 5.358 mm)",,23,47,0,,,4 questions asked,"Reviewed Aug 21, 2006",44,4.38636
"Oct 30, 2007
 ",Compact,Ricoh GR Digital II,"1/1.75"" (7.36 x 5.52 mm)",,15,21,2,,,1 question asked,,18,4.57222
"Jul 27, 2009
 ",Compact,Ricoh GR Digital III,"1/1.7"" (7.44 x 5.58 mm)",,24,43,2,,,2 questions asked,,18,4.79537
"Sep 15, 2011
 ",Compact,Ricoh GR Digital IV,"1/1.7"" (7.44 x 5.58 mm)",,20,59,16,,,6 questions asked,"Reviewed Sep 15, 2011",3,5
"Jun 17, 2015
 ",Large sensor compact,Ricoh GR II,APS-C (23.7 x 15.7 mm),,29,137,98,,,54 questions asked,"Reviewed Apr 28, 2017",4,3.98437
"Nov 10, 2009
 ",Rangefinder-style mirrorless,Ricoh GXR A12 50mm F2.5 Macro,APS-C (23.6 x 15.7 mm),67%,11,38,5,,,0 questions asked,"Reviewed Mar 2, 2010",4,4.175
"Feb 2, 2012
 ",Rangefinder-style mirrorless,Ricoh GXR A16 24-85mm F3.5-5.5,APS-C (23.6 x 15.7 mm),,2,35,2,,,0 questions asked,,2,4
"Sep 21, 2010
 ",Rangefinder-style mirrorless,Ricoh GXR GR Lens A12 28mm F2.5,APS-C (23.6 x 15.7 mm),,4,40,3,,,1 question asked,,1,4.5
"Aug 5, 2011
 ",Rangefinder-style mirrorless,Ricoh GXR Mount A12,APS-C (23.6 x 15.7 mm),,9,49,8,,,1 question asked,"Reviewed Aug 5, 2011",4,4.25
"May 7, 2010
 ",Rangefinder-style mirrorless,Ricoh GXR P10 28-300mm F3.5-5.6 VC,"1/2.3"" (6.17 x 4.55 mm)",59%,2,18,2,,,1 question asked,"Reviewed Aug 6, 2010",,
"Nov 10, 2009
 ",Rangefinder-style mirrorless,Ricoh GXR S10 24-72mm F2.5-4.4 VC,"1/1.7"" (7.44 x 5.58 mm)",57%,5,19,0,,,3 questions asked,"Reviewed Mar 17, 2010",1,5
"Jun 9, 2011
 ",Compact,Ricoh PX,"1/2.3"" (6.17 x 4.55 mm)",62%,0,2,0,,,0 questions asked,"Reviewed Aug 17, 2011",1,1.5
"Sep 18, 2008
 ",Compact,Ricoh R10,"1/2.3"" (6.17 x 4.55 mm)",,3,1,0,,,4 questions asked,"Reviewed Dec 19, 2008",3,4.8
"Jun 29, 2000
 ",,Ricoh RDC-200G,,,0,0,0,,,0 questions asked,,,
"Jun 5, 1998
 ",,Ricoh RDC-4300,,,1,0,0,,,0 questions asked,,8,3.35
"Feb 18, 1999
 ",,Ricoh RDC-5000,,,1,1,0,,,0 questions asked,,14,4.09286
"Oct 11, 1999
 ",,Ricoh RDC-5300,,,2,0,0,,,0 questions asked,,10,4.02
"Feb 25, 2000
 ",Compact,Ricoh RDC-6000,"1/2"" (6.4 x 4.8 mm)",,1,0,0,,,0 questions asked,,27,3.68148
"Feb 25, 2000
 ",Compact,Ricoh RDC-7,"1/1.8"" (7.144 x 5.358 mm)",,6,1,0,,,0 questions asked,,28,4.35714
"Mar 23, 2001
 ",,Ricoh RDC-i500,,,0,0,0,,,0 questions asked,,16,3.925
"Sep 6, 2000
 ",Compact,Ricoh RDC-i700,"1/1.8"" (7.144 x 5.358 mm)",,0,5,2,,,0 questions asked,,6,3.43333
"Sep 3, 2015
 ",Ultracompact,Ricoh Theta S,"1/2.3"" (6.17 x 4.55 mm)",,0,31,2,,,3 questions asked,,1,4
"Feb 5, 2014
 ",Compact,Ricoh WG-20,"1/2.3"" (6.17 x 4.55 mm)",,1,2,0,,,,,1,0.5
"Oct 8, 2014
 ",Compact,Ricoh WG-30,"1/2.3"" (6.17 x 4.55 mm)",,0,2,1,,,0 questions asked,,,
"Oct 8, 2014
 ",Compact,Ricoh WG-30W,"1/2.3"" (6.17 x 4.55 mm)",,0,0,3,,,0 questions asked,,,
"Feb 5, 2014
 ",Compact,Ricoh WG-4,"1/2.3"" (6.17 x 4.55 mm)",73%,0,6,0,,,0 questions asked,"Reviewed Jun 17, 2014",,
"Feb 5, 2014
 ",Compact,Ricoh WG-4 GPS,"1/2.3"" (6.17 x 4.55 mm)",73%,2,9,4,,,2 questions asked,"Reviewed Jun 17, 2014",4,3.25
"Feb 9, 2015
 ",Compact,Ricoh WG-5 GPS,"1/2.3"" (6.17 x 4.55 mm)",,2,0,6,$429.88 ,$299.95 ,0 questions asked,,,
"May 24, 2017
 ",Compact,Ricoh WG-50,"1/2.3"" (6.17 x 4.55 mm)",,0,0,0,,,0 questions asked,,,
"Sep 10, 2014
 ",Compact,Ricoh WG-M1,"1/2.3"" (6.17 x 4.55 mm)",,2,6,10,$199.99 ,$199.95 ,2 questions asked,,1,3
"Feb 20, 2010
 ",Ultracompact,Samsung AQ100 (WP10),"1/2.33"" (6.08 x 4.56 mm)",,2,0,0,,,1 question asked,,,
"Feb 23, 2009
 ",Ultracompact,Samsung CL5 (PL10),"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,,
"Sep 1, 2008
 ",Ultracompact,Samsung CL65 (ST1000),"1/2.33"" (6.08 x 4.56 mm)",,0,0,1,,,0 questions asked,,,
"Jan 6, 2010
 ",Ultracompact,Samsung CL80 (ST5500),"1/2.3"" (6.17 x 4.55 mm)",,0,0,0,,,0 questions asked,,1,4.2
"Jan 1, 2002
 ",,Samsung Digimax 130,,,1,1,0,,,0 questions asked,,16,3.45625
"Feb 12, 2004
 ",,Samsung Digimax 202,,,1,0,0,,,0 questions asked,,1,4
"Feb 25, 2002
 ",Compact,Samsung Digimax 230,"1/2.7"" (5.312 x 3.984 mm)",,2,0,0,,,0 questions asked,,9,3.5
"Feb 12, 2004
 ",,Samsung Digimax 250,,,1,0,0,,,0 questions asked,,,
"Feb 12, 2004
 ",,Samsung Digimax 301,,,0,1,0,,,0 questions asked,,2,3.5
"Feb 25, 2002
 ",Compact,Samsung Digimax 350SE,"1/1.8"" (7.144 x 5.358 mm)",,1,0,0,,,0 questions asked,,9,4.43333
"Feb 12, 2004
 ",,Samsung Digimax 370,,,0,0,0,,,0 questions asked,,3,4.13333
"Feb 12, 2004
 ",,Samsung Digimax 401,,,0,0,0,,,0 questions asked,,4,3.35
"Feb 25, 2002
 ",Compact,Samsung Digimax 410,"1/1.8"" (7.144 x 5.358 mm)",,0,0,0,,,0 questions asked,,7,4.12857
"Feb 12, 2004
 ",,Samsung Digimax 430,,,2,0,0,,,0 questions asked,,3,3.53333
"Feb 12, 2004
 ",,Samsung Digimax 530,,,0,0,0,,,0 questions asked,,2,4.8
"Jun 2, 2005
 ",Compact,Samsung Digimax A50,"1/2.5"" (5.744 x 4.308 mm)",,0,1,0,,,0 questions asked,,2,3.8
"Jun 2, 2005
 ",Compact,Samsung Digimax A502,"1/2.5"" (5.744 x 4.308 mm)",,1,1,0,,,0 questions asked,,2,4.15
"Jun 2, 2005
 ",Compact,Samsung Digimax A55W,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,3,3.4
"May 24, 2005
 ",Ultracompact,Samsung Digimax i5,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,7,4.15714
"Jan 3, 2006
 ",Ultracompact,Samsung Digimax i6,"1/2.5"" (5.744 x 4.308 mm)",,2,2,0,,,0 questions asked,,5,4.1
"Sep 11, 2003
 ",Compact,Samsung Digimax U-CA 3,"1/2.7"" (5.312 x 3.984 mm)",,0,0,0,,,0 questions asked,,,
"Aug 6, 2004
 ",Compact,Samsung Digimax U-CA 4,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,1,3.5
"Feb 12, 2004
 ",,Samsung Digimax U-CA 401,,,0,0,0,,,0 questions asked,,,
"Feb 10, 2003
 ",Compact,Samsung Digimax V4,"1/1.8"" (7.144 x 5.358 mm)",,4,2,0,,,0 questions asked,,23,4.52609
"Feb 12, 2004
 ",,Samsung Digimax V40,,,0,0,0,,,0 questions asked,,1,4.3
"Feb 12, 2004
 ",,Samsung Digimax V5,,,1,0,0,,,0 questions asked,,1,3.3
"Feb 12, 2004
 ",,Samsung Digimax V50,,,0,0,0,,,0 questions asked,,3,4.43333
"Aug 5, 2004
 ",Compact,Samsung Digimax V6,"1/1.8"" (7.144 x 5.358 mm)",,0,0,0,,,0 questions asked,,4,3.9
"Feb 20, 2005
 ",Compact,Samsung Digimax V700,"1/1.8"" (7.144 x 5.358 mm)",,1,1,0,,,0 questions asked,"Reviewed May 24, 2005",8,4.3875
"Jun 3, 2005
 ",Compact,Samsung Digimax V800,"1/1.8"" (7.144 x 5.358 mm)",,0,0,0,,,0 questions asked,,5,4.4
"Jan 7, 2013
 ",Compact,Samsung DV150F,"1/2.3"" (6.17 x 4.55 mm)",,0,3,0,,,1 question asked,,,
"Jan 2, 2012
 ",Compact,Samsung DV300F,"1/2.3"" (6.17 x 4.55 mm)",,1,1,1,,,2 questions asked,,,
"Jul 3, 2012
 ",Compact,Samsung EX2F,"1/1.7"" (7.44 x 5.58 mm)",,11,20,18,,,22 questions asked,,6,4.52778
"Feb 19, 2013
 ",Compact,Samsung Galaxy Camera (Wi-Fi),"1/2.3"" (6.17 x 4.55 mm)",77%,2,13,4,,,0 questions asked,"Reviewed Feb 6, 2013",,
"Jan 2, 2014
 ",Compact,Samsung Galaxy Camera 2,"1/2.3"" (6.17 x 4.55 mm)",70%,1,7,7,$699.99 ,$634.92 ,1 question asked,"Reviewed Feb 13, 2015",1,5
"Aug 29, 2012
 ",Compact,Samsung Galaxy Camera 3G,"1/2.3"" (6.17 x 4.55 mm)",77%,2,6,5,,,3 questions asked,"Reviewed Feb 6, 2013",4,4.75
"Aug 29, 2012
 ",Compact,Samsung Galaxy Camera 4G,"1/2.3"" (6.17 x 4.55 mm)",77%,2,8,8,,,5 questions asked,"Reviewed Feb 6, 2013",3,3.05556
"Apr 29, 2014
 ",Compact,Samsung Galaxy K Zoom,"1/2.3"" (6.17 x 4.55 mm)",,1,5,1,,,0 questions asked,,1,5
"Jun 20, 2013
 ",SLR-style mirrorless,Samsung Galaxy NX,APS-C (23.5 x 15.7 mm),,4,17,11,,,9 questions asked,"Reviewed Nov 12, 2013",,
"Sep 21, 2006
 ",Mid-size SLR,Samsung GX-10,APS-C (23.5 x 15.7 mm),,12,8,0,,,2 questions asked,,10,4.71
"Feb 24, 2006
 ",Mid-size SLR,Samsung GX-1L,APS-C (23.5 x 15.7 mm),,0,1,0,,,1 question asked,,2,4.9
"Jan 16, 2006
 ",Mid-size SLR,Samsung GX-1S,APS-C (23.5 x 15.7 mm),,4,0,0,,,0 questions asked,,10,4.64
"Jan 24, 2008
 ",Mid-size SLR,Samsung GX-20,APS-C (23.4 x 15.6 mm),,13,8,1,,,0 questions asked,,6,4.85
"Jan 8, 2009
 ",Compact,Samsung HZ10W (WB500),"1/2.33"" (6.08 x 4.56 mm)",,3,1,0,,,0 questions asked,"Reviewed May 14, 2009",7,4.12857
"Feb 23, 2009
 ",Compact,Samsung HZ15W (WB550),"1/2.33"" (6.08 x 4.56 mm)",,3,1,0,,,1 question asked,,1,4.4
"Sep 1, 2009
 ",Compact,Samsung HZ25W (WB5000),"1/2.33"" (6.08 x 4.56 mm)",60%,2,0,0,,,1 question asked,"Reviewed Jul 6, 2010",2,4.35
"Jan 19, 2010
 ",Compact,Samsung HZ30W (WB600),"1/2.3"" (6.17 x 4.55 mm)",,7,3,1,,,0 questions asked,,4,3.325
"Jan 19, 2010
 ",Compact,Samsung HZ35W (WB650),"1/2.3"" (6.17 x 4.55 mm)",72%,4,4,3,,,0 questions asked,"Reviewed Jun 16, 2010",4,3.25
"May 3, 2010
 ",,Samsung HZ50W (WB5500),,,0,1,0,,,0 questions asked,,1,5
"Jan 7, 2008
 ",Ultracompact,Samsung i100,"1/2.33"" (6.08 x 4.56 mm)",,0,0,0,,,0 questions asked,,,
"Jan 29, 2007
 ",Ultracompact,Samsung i7,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,147 questions asked,,,
"Jan 7, 2007
 ",Ultracompact,Samsung i70,"1/2.5"" (5.744 x 4.308 mm)",,1,0,0,,,1 question asked,,3,3.83333
"Jan 7, 2008
 ",Ultracompact,Samsung i8,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,,
"Jan 7, 2008
 ",Ultracompact,Samsung i80,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,1 question asked,,,
"Jul 30, 2007
 ",Ultracompact,Samsung i85,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,4,4
"Jan 7, 2008
 ",Ultracompact,Samsung L100,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,4,4.05
"Jan 7, 2008
 ",Ultracompact,Samsung L110,"1/2.5"" (5.744 x 4.308 mm)",,0,1,0,,,0 questions asked,,1,4
"Jul 16, 2008
 ",Ultracompact,Samsung L201 (SL201),"1/2.33"" (6.08 x 4.56 mm)",,0,2,0,,,0 questions asked,,1,4.6
"Jan 7, 2008
 ",Ultracompact,Samsung L210,"1/2.33"" (6.08 x 4.56 mm)",,1,0,0,,,0 questions asked,"Reviewed Nov 27, 2008",2,4.05
"Jul 16, 2008
 ",Ultracompact,Samsung L310W (SL310),"1/1.72"" (7.4 x 5.55 mm)",,1,0,0,,,0 questions asked,,,
"Jan 7, 2007
 ",Compact,Samsung L700,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,2,3.65
"Jan 7, 2007
 ",Compact,Samsung L73,"1/2.5"" (5.744 x 4.308 mm)",,0,1,0,$199.98 ,$135.00 ,0 questions asked,,,
"Jul 11, 2007
 ",Compact,Samsung L730,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,2,4.6
"Jan 29, 2007
 ",Compact,Samsung L74 Wide,"1/2.5"" (5.744 x 4.308 mm)",,0,1,0,,,0 questions asked,,4,4.5
"Feb 9, 2007
 ",Ultracompact,Samsung L77,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,2,4.75
"Jul 11, 2007
 ",Compact,Samsung L830,"1/2.5"" (5.744 x 4.308 mm)",,0,1,0,,,16 questions asked,,1,4
"Jul 11, 2007
 ",Ultracompact,Samsung L83T,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,,
"Sep 1, 2011
 ",Compact,Samsung MV800,"1/2.3"" (6.17 x 4.55 mm)",,1,3,1,,,1 question asked,,2,4
"Jul 3, 2006
 ",Compact,Samsung NV10,"1/1.8"" (7.144 x 5.358 mm)",,5,3,0,,,0 questions asked,"Reviewed Oct 19, 2006",13,4.62308
"Jan 29, 2007
 ",Compact,Samsung NV11,"1/1.8"" (7.144 x 5.358 mm)",,1,3,0,,,0 questions asked,,6,4.28333
"Jul 30, 2007
 ",Compact,Samsung NV15,"1/1.76"" (7.32 x 5.49 mm)",,2,0,0,,,0 questions asked,,5,4.56
"Jul 30, 2007
 ",Compact,Samsung NV20,"1/1.72"" (7.4 x 5.55 mm)",,0,0,0,,,0 questions asked,,,
"Jan 7, 2008
 ",,Samsung NV24HD,,,5,2,0,,,0 questions asked,,7,4.31429
"Jul 3, 2006
 ",Ultracompact,Samsung NV3,"1/2.5"" (5.744 x 4.308 mm)",,6,0,0,,,0 questions asked,,6,3.88333
"Jan 7, 2008
 ",Compact,Samsung NV30,"1/2.5"" (5.744 x 4.308 mm)",,1,0,0,,,0 questions asked,,2,3.5
"Jan 7, 2008
 ",Ultracompact,Samsung NV4,"1/2.5"" (5.744 x 4.308 mm)",,0,0,0,,,0 questions asked,,,
"Jan 7, 2008
 ",Compact,Samsung NV40,"1/2.33"" (6.08 x 4.56 mm)",,0,0,0,,,0 questions asked,,,
"Jul 3, 2006
 ",Compact,Samsung NV7 OPS,"1/2.5"" (5.744 x 4.308 mm)",,3,2,0,,,0 questions asked,"Reviewed Jan 24, 2007",9,3.51111
"Jul 30, 2007
 ",Compact,Samsung NV8,"1/1.76"" (7.32 x 5.49 mm)",,3,2,0,,,0 questions asked,,,
"Jul 16, 2008
 ",Compact,Samsung NV9 (TL9),"1/2.33"" (6.08 x 4.56 mm)",,0,1,0,,,0 questions asked,,,
"Mar 19, 2014
 ",Rangefinder-style mirrorless,Samsung NX mini,1ƒ?? (13.2 x 8.8 mm),74%,10,49,20,$549.95 ,$484.99 ,16 questions asked,"Reviewed Nov 26, 2014",,
"Sep 15, 2014
 ",SLR-style mirrorless,Samsung NX1,APS-C (23.5 x 15.7 mm),87%,49,300,173,,,247 questions asked,"Reviewed Apr 9, 2015",8,4.65341
"Jan 4, 2010
 ",SLR-style mirrorless,Samsung NX10,APS-C (23.4 x 15.6 mm),69%,37,37,2,,,23 questions asked,"Reviewed May 4, 2010",18,4.53889
"Sep 14, 2010
 ",Rangefinder-style mirrorless,Samsung NX100,APS-C (23.4 x 15.6 mm),,37,57,2,,,21 questions asked,"Reviewed Sep 14, 2010",8,4.6875
